Issue,Article Title,Abstract,DOI Link,Cambridge Link
Volume 19 - Issue 3 - October 2007,The variable development of English word-final stops by Brazilian Portuguese speakers: A stochastic optimality theoretic account,"One of the core problems in second language acquisition theory is how to describe and explain the highly variable (yet rule-governed) speech of second language learners. Is such variation simply random and most likely due to the first language's interference, or is it governed (at least in part) by general rules that reflect language universals? Within a multidisciplinary approach to the analysis of variability in second language acquisition, this article addresses these questions in the context of a cross-sectional study involving the acquisition of word-final stops by Brazilian Portuguese speakers learning English in a classroom environment. The study follows a sociolinguistic approach for data collection and the analysis is couched within a stochastic version of Optimality Theory.",https://doi.org/10.1017/S0954394507000142,https://www.cambridge.org/core/journals/language-variation-and-change/article/variable-development-of-english-wordfinal-stops-by-brazilian-portuguese-speakers-a-stochastic-optimality-theoretic-account/C9209960CCE76C981587DD41F09A2155
Volume 19 - Issue 3 - October 2007,Appalachian English in southern Indiana? The evidence from verbal -s,"In this article, the variable use of verbal -s with (especially, third-person) plural subjects is examined in extreme south-central Indiana. The patterns observed are compared to the same in several varieties of Appalachian English, and it is argued that the local language variety reflects the morphosyntactic stability of the linguistic system brought here by pioneer settlers from various Appalachian states some 200 years before. A very small pilot-study corpus of comparable data from the extreme northwestern corner of Indiana is called on to help refute a “universalist” explanation for the similarities found in southern Indiana and Appalachia. Finally, the conditions surrounding the transplantation of Appalachian English to Kentuckiana and to other places (i.e., the Ozarks, North Carolina's Outer Banks) are considered, and questions are raised about the degree of isolation believed to be necessary in the respective communities.",https://doi.org/10.1017/S0954394507000130,https://www.cambridge.org/core/journals/language-variation-and-change/article/appalachian-english-in-southern-indiana-the-evidence-from-verbal-s/AEF34F57CAA6FD62B4CBA3A8000ED05C
Volume 19 - Issue 3 - October 2007,Regional differences in low SES African-American children's speech in the school setting,"Comprehensive investigations of African-American Vernacular English (AAVE) have demonstrated that most features of AAVE reported in the sociolinguistic literature are consistently seen in nearly every African-American speech community in which vernacular speech has been documented. This article highlights quantitative regional differences in the speech produced by African-American children from three U.S. cities in an academic setting. In this analysis, 157 5- to 8-year-old African-American children in New Orleans, LA, Washington, DC, and Cleveland, OH imitated the sentences of a story presented in Standard American English (SAE) by teachers. The 15 sentences included many items that were possible mismatches between the child's vernacular and SAE. Afterwards, the children retold the story in their own words. Children's use of SAE and AAVE features in both tasks was analyzed. Higher rates of AAVE feature use occurred in New Orleans than in Cleveland or Washington, DC.",https://doi.org/10.1017/S0954394507000129,https://www.cambridge.org/core/journals/language-variation-and-change/article/regional-differences-in-low-ses-africanamerican-childrens-speech-in-the-school-setting/A98A9871D965633B3187EAD4BAAF745E
Volume 19 - Issue 3 - October 2007,Regional variation in the syntactic distribution of null finite complementizer,"This article explores syntactic and regional variation in the choice between declarative (nonrelativizer) that and zero complementizer. Using a corpus of contemporary prose from New Zealand, Australian, American, and British newspapers, the study examines complementizer choice in complements to verbs and adjectives, extraposed complements to verbs, it-subject constructions (It is obvious (that)), and copula constructions (The trouble is (that), It could be (that), What matters is (that), It was only later (that)). The form of the embedded subject (pronoun, short NP (noun phrase), long NP) is also taken into account. It is shown that significant regional differences in zero rates are to some extent syntactic. The New Zealand and Australian data show less inhibition of zero in clauses that are not adjacent to the clause-selecting lexical head than the American and British data.",https://doi.org/10.1017/S0954394507000117,https://www.cambridge.org/core/journals/language-variation-and-change/article/regional-variation-in-the-syntactic-distribution-of-null-finite-complementizer/3723F8759B197A9A5026C157D11F2AE8
Volume 19 - Issue 2 - July 2007,Genre effects on subject expression in Spanish: Priming in narrative and conversation,"Structural priming refers to the process whereby the use of a syntactic structure in an utterance functions as a prime on a subsequent utterance, such that that same structure is repeated. This article investigates this phenomenon from the perspective of first-person singular subject expression in Spanish. Two dialects and two genres of spoken Spanish are studied: New Mexican narratives and Colombian Spanish conversation. An analysis of 2,000 verbs occurring with first-person singular subjects reveals that subject expression undergoes a priming effect in both data sets, but that the effect is more short-lived in the Colombian data. This is found to be attributable to the interactional nature of these data, showing that the need to deal with interactional concerns weakens the priming effect. As the first study to compare priming of subject expression across distinct genres, this article makes an important contribution to our understanding of this effect, and in particular, of factors that play a role in its maintenance or dissipation in discourse.I would like to thank Rena Torres Cacoullos for her many invaluable comments on this article and Jill Morford and Benedikt Szmrecsanyi for helpful discussion on the notion of priming. I also gratefully acknowledge Jessi Aaron and Matt Alba for help with the coding and analysis; Neddy Vigil and Garland Bills for making the New Mexican data available to me; Ana Aurora Medina Murillo for help with the transcription of the NM data; and María Elena Rendón, Marianne Dieck, and Rocío Amézquita for the collection and transcription of the Colombian data.",https://doi.org/10.1017/S0954394507070081,https://www.cambridge.org/core/journals/language-variation-and-change/article/genre-effects-on-subject-expression-in-spanish-priming-in-narrative-and-conversation/ACEADD9F13D34CEC980DB7CD3BCB24CA
Volume 19 - Issue 2 - July 2007,On the status of low back vowels in Kentucky English: More evidence of merger,"In an effort to provide greater understanding of the mechanisms of the diffusion of the low back vowel merger in American English, this study presents a detailed acoustic analysis of low back vowel systems in the speech of 114 native nonurban Kentucky speakers of English. The study reveals unexpected instances of merger in areas of the state that cannot be explained by current theories of merger. In this respect, it argues that these instances of low back vowel merger, while they may be an expansion of an existing merger, result from a distinct mechanism of merger, that is, merger by glide loss. It is predicted that as elements of traditional Southern phonology recede, similar merger will be widespread across the South.This research has been supported by grants from the Kentucky NSF EPSCoR Research Enhancement Grant Program and the Institute for Regional Analysis and Public Policy at Morehead State University. An earlier version of this work was presented at the South Atlantic American Dialect Society session at SECOL 72.",https://doi.org/10.1017/S0954394507070056,https://www.cambridge.org/core/journals/language-variation-and-change/article/on-the-status-of-low-back-vowels-in-kentucky-english-more-evidence-of-merger/068EA2C863270C13F5C6E01CB9DB8701
Volume 19 - Issue 2 - July 2007,Vermont lowering? Raising some questions about /ai/ and /au/ south of the Canadian border,"This study comprises an exploration of the speech of 19 Vermonters, aged 9 to 90. Tokens of /ai/ and /au/ were analyzed acoustically. Results reveal that although centralized /au/ and /ai/ were reported to be disappearing by Kurath (1939a; 1939b), they were still present in the oldest of the speakers but were differentially undergoing change. Raised /au/ was used by older men, but had all but disappeared in younger speakers and all of the women in the study except the oldest speaker (age 90). Instead, speakers used a front low onset. /ai/ presented a more complex pattern: centralization occurred in all speakers, but a back, somewhat rounded onset was restricted primarily to older men. In addition, men and older speakers demonstrated centralized onsets in all environments, whereas younger speakers showed more of a “Canadian Raising” pattern. Implications, when results and settlement history of Vermont were examined, included the suggestion that, in Vermont, the raised variants are the older, base forms and that the “Canadian Raising” pattern of younger speakers and women may be the result of an overall leveling from changing socioeconomic conditions in the area.The author gratefully acknowledges the support of the National Science Foundation (NSF # 9975078) for this study. Appreciation is also extended to Rebecca Peabody Amblo, Mieka LeClair, Elisha Huskes, and Danra Kaczinski for assistance with data collection and analysis, and three anonymous reviewers for their very valuable suggestions. Finally, thanks are due to the speakers, who generously shared their voices and stories.",https://doi.org/10.1017/S0954394507070068,https://www.cambridge.org/core/journals/language-variation-and-change/article/vermont-lowering-raising-some-questions-about-ai-and-au-south-of-the-canadian-border/41E78113F3ED3CB74D7540605DAA976B
Volume 19 - Issue 2 - July 2007,Frequency and variation in the community grammar: Tracking a new change through the generations,"In this article we perform a quantitative analysis of verbs of quotation in a cohesive speech community. The incoming form be like overshadows all other quotative verbs among speakers under 30. This telescoped rate of change provides an opportunity to investigate the actuation problem as well as to probe the underlying mechanism of change in the contrasting variable grammars across generations. Multivariate analyses of factors conditioning be like (content of the quote, grammatical person, sex) reveal stability in the significance of constraints, however the rankings and relative strengths reveal subtle ongoing changes in the system. Interpreting these in sociocultural context, we suggest that be like is an innovation that arose out of a preexisting niche in the grammar. It accelerated during the 1980s due to its preppy associations, later specializing as a marker of narrative present. In accounting for these findings, we are led to contrast generational and communal change and to question what it means to ‘participate’ in linguistic change.The first author gratefully acknowledges the support of the Social Sciences and Humanities Research Council of Canada (SSHRC) for grant #410-2003-0005 “Linguistic changes in Canada entering the 21st century” and the Research Opportunities Program at the University of Toronto (ROP). Special thanks are owed to the research assistants on these projects who have been instrumental in transcribing, and in some cases extracting, the data: Stephanie Cali, Jonille Clemente, Derek Denis, Louis Filipe, Kevin Galloway, Marion Hau, Matthew King, Megan Lyon, Marion Macdonald, Sonja Molfenter, Jenny Seppänen, Karina von Stedingk, Muhammad Velji, Jessica Wertman, Lina Yang, and Stacy Yeh. An earlier version of this article was presented at NWAVE 33 (Ann Arbor, October 2004), where feedback from our audience was instrumental. We are also grateful to Nathalie Dion and Shana Poplack for their discerning comments on an earlier written version.",https://doi.org/10.1017/S095439450707007X,https://www.cambridge.org/core/journals/language-variation-and-change/article/frequency-and-variation-in-the-community-grammar-tracking-a-new-change-through-the-generations/B73F4B47947060E262443579478A4E20
Volume 19 - Issue 1 - March 2007,Getting fed up with our feet: Contrast maintenance and the New Zealand English “short” front vowel shift,"The dress vowel in New Zealand English (NZE) has been raising for some time, so that it now overlaps the acoustic space of fleece for many younger speakers. This article presents an acoustic analysis of the dress and fleece vowels of 80 speakers and shows that dress continues to raise in contemporary NZE so that for some speakers dress has risen above fleece and can be more front than fleece. fleece has diphthongized as a consequence, making it part of the New Zealand “short front vowel” shift. This suggests that the short/long distinction in New Zealand English may have broken down, at least for the front vowels. The diphthongization of fleece is most advanced in tokens that are followed by voiceless codas. These are the tokens that are most endangered by the high dress, as they are distinguished neither in acoustic space, nor by length.We wish to thank the students who made the original recordings for the Canterbury Corpus and our research assistants Deborah Sagee and Toby Macrae for help with digitizing and marking up the data. An earlier version of this paper was presented at the International Australian Conference on Speech Science and Technology, December 2004, and we are grateful to members of the audience for useful suggestions. Christian Langstrof, Elizabeth Gordon, and an anonymous referee have made useful comments on an earlier draft, and we are also indebted to Elliott Moreton, whose suggestions considerably facilitated our ability to make sense of this data set. This work was partially funded by a grant from the University of Cantebury (U6286).",https://doi.org/10.1017/S0954394507070020,https://www.cambridge.org/core/journals/language-variation-and-change/article/getting-fed-up-with-our-feet-contrast-maintenance-and-the-new-zealand-english-short-front-vowel-shift/1A052DAC58D4FB6EE73A195FABF91BF5
Volume 19 - Issue 1 - March 2007,The loss of negative concord in Standard English: Internal factors,"This study readdresses the loss of Negative Concord (NC) in Standard English. A detailed study of negation in Late Middle English and Early Modern English reveals that the loss of NC was a case of a natural change triggered by some internal factors. A close study of n-words in negative contexts and their ultimate replacement with negative polarity items (NPIs) in a number of grammatical environments shows that the decline of NC follows the same pattern across contexts in a form of parallel curvature, which indicates that the loss of NC is a natural change. However, this study reveals that the decline is not constant across time (see Contra Kroch's Constant Rate Hypothesis [CRH], 1989). Context behavior suggests an alternative principle of linguistic change, the context constancy principle. A context constancy effect is obtained across all contexts, indicating that the loss of NC is triggered by a change in a single underlying parameter setting. Accordingly, a theory-internal explanation is suggested.I would like to thank the reviewer of this article for his/her comments and suggestions on an earlier version of this paper and for pointing to some crucial theoretical misconceptions in the previous literature. His/her comments are very much appreciated.",https://doi.org/10.1017/S0954394507070019,https://www.cambridge.org/core/journals/language-variation-and-change/article/loss-of-negative-concord-in-standard-english-internal-factors/7F182E7E47DA56E878D1BBBFDF6C4FE7
Volume 19 - Issue 1 - March 2007,Effects of synchronous speech task on length and prosody in interdialectal nonprestige varieties,"Studies of accommodation between different dialects have to a greater or lesser extent focused on languages with a spoken standard or a socially prestigious dialect. Irish (Gaelic) has no spoken standard, nor can any of the three major spoken dialects be considered more socially prestigious than the others. This article reports on a pilot study that explores cross-dialect speaker interaction in a task-oriented context focusing primarily on prosodically induced effects on prominence and duration. Although accommodation was not found on a large scale in the synchronous speech task involved, interaction among various pairs of speakers raised interesting questions, both linguistic (e.g., what level of linguistic detail is perceptually relevant) and methodological (e.g., how best to study linguistic interaction between speakers from noncontiguous dialect areas when there is no standard dialect).I would like to thank Fred Cummins whose work on synchronic speech inspired the present study and who assisted in the recording. I would also like to thank Jaye Padgett, Lillis Ó Laoire, Diarmuid Ó Sé, and two anonymous reviewers for valuable comments on an earlier version.",https://doi.org/10.1017/S0954394507070032,https://www.cambridge.org/core/journals/language-variation-and-change/article/effects-of-synchronous-speech-task-on-length-and-prosody-in-interdialectal-nonprestige-varieties/817CAC96813622C6A1557CDA7DD8D99B
Volume 19 - Issue 1 - March 2007,"“Mam, my trousers is fa'in doon!”: Community, caregiver, and child in the acquisition of variation in a Scottish dialect","Recent work on acquisition in sociolinguistic research suggests that some aspects of the structured variation found in adult speech are evident in children's speech from the very start of language acquisition, and input from the primary caregiver is crucial in this process. In this article we contribute to this research by conducting a cross-sectional analysis of the acquisition of variable forms in a Scottish dialect. Two linguistic variables are targeted in the speech of eleven children (2;10–3;6) and their primary caregivers. Quantitative analysis of over 5000 contexts of use demonstrates that one variable is conditioned by social and linguistic constraints in the speech of the caregiver and these constraints are matched by the children. In contrast, the other variable is influenced by a complex array of linguistic constraints only. We explore the ramifications of these findings for understanding the mechanisms involved in acquisition of variation from the very earliest stages.We gratefully acknowledge the support of the Economic and Social Research Council for award no. RES-000-22-0447. We thank Jack Chambers, Paul Foulkes, and three anonymous reviewers for very helpful feedback on earlier versions of this manuscript. We would also like to thank Hazel Steele for her input to the project in its early stages, and Moira Smith, our invaluable on-site fieldworker. We dedicate this article to the caregivers and children of Buckie who were willing to share their walks, playtimes, bathtimes, and even “meltdowns,” all in the name of linguistic research.",https://doi.org/10.1017/S0954394507070044,https://www.cambridge.org/core/journals/language-variation-and-change/article/mam-my-trousers-is-fain-doon-community-caregiver-and-child-in-the-acquisition-of-variation-in-a-scottish-dialect/327740DED4F19041B1899F14D186ED44
Volume 18 - Issue 3 - October 2006,50 msec,"This account deals with a stage of chain shifting in North American English in which the usual tendency to preserve margins of security does not seem to apply. Two vowels follow a collision course with a high degree of overlap. The question then arises as to whether a small difference in vowel length can effectively preserve a phonemic distinction.This paper was first given at NWAV 33, in Ann Arbor, Michigan.",https://doi.org/10.1017/S095439450606011X,https://www.cambridge.org/core/journals/language-variation-and-change/article/50-msec/B0A888A571D8C9658EED13BE7545B17B
Volume 18 - Issue 3 - October 2006,On two negative concord dialects in early English,"Hogg (2004), Levin (1958), and Ogura (1999) have shown the existence of dialectal differences as regards Old English (OE) negative contraction. This study reassesses the traditional view that OE showed optional use of negative concord (NC), and finds instead that variation in NC was dialectal, based on an analysis of 260 instances of indefinites in OE (prose) negated clauses. Standard West Saxon (WS) texts systematically accompanied a negated indefinite (NI) with the particle ne. In non-WS texts ne use was systematic with a postverbal negated indefinite but variable with preverbal NIs. A sample of 389 NIs in Middle English (ME) verse texts from around 1300 from selected dialect areas showed a similar dissociation. These two sets of findings lend support to the notion of a persisting dialect split in early English whereby symmetrical NC characterized the South/Southwest area while Midland regions of England had asymmetric NC. West Saxon texts may thus represent a regional vernacular tendency as regards NC, not merely a standardized scribal dialect.The author wishes to acknowledge the helpful comments of anonymous referees. All remaining errors and misinterpretations are my own.",https://doi.org/10.1017/S0954394506060121,https://www.cambridge.org/core/journals/language-variation-and-change/article/on-two-negative-concord-dialects-in-early-english/3580FC31E7858D1009406FDA6AE3CF39
Volume 18 - Issue 3 - October 2006,Pure grammaticalization: The development of a teenage intensifier,"For the past fifty years, sociolinguistic studies of linguistic change have focused mainly on phonological variables, but recently some attention has been paid to other features, particularly discourse features used by younger speakers that may change within a relatively brief period. This article deals with the appearance of an unusual intensifier “pure” in the speech of adolescents in Glasgow, Scotland. This usage suggests that the Glasgow working-class adolescents have developed a set of norms for their speech community that owes little to adult or outside influence. Grammaticalization is a process that is normally investigated on the basis of historical documents but recent developments in methodology provide an opportunity to explore changes in progress. Intensifiers have historically been unstable and there is evidence that teenagers have recently been developing their own preferences for such items. The range of uses that the Glasgow adolescents have developed for pure suggests a process of grammaticalization that may still be in progress.The project in which the recordings were made was supported by ESRC grant no. R000239757. I am deeply indebted to Jane Stuart-Smith for providing the transcripts and allowing me to make use of them for this article. The sessions were arranged and conducted by the research assistant on the project, Claire Timmins. It is clear from the transcripts that part of the success of the project was the result of her good rapport with the adolescents. There are many joking references to her in the sessions, although the adolescents knew that she would hear these remarks. All the names in the transcripts have been replaced with pseudonyms. I am grateful for helpful comments on an earlier version of this paper from Elizabeth Traugott, Lee Munroe, and the anonymous reviewers for LVC.",https://doi.org/10.1017/S0954394506060133,https://www.cambridge.org/core/journals/language-variation-and-change/article/pure-grammaticalization-the-development-of-a-teenage-intensifier/AF254974CA90C57CFED341F1DE120A24
Volume 18 - Issue 3 - October 2006,Prosodic prominence effects on vowels in chain shifts,"This study examines synchronic variation in vowels in an effort to advance our understanding of the “transmission problem” in language change, in particular, the cross-generational perseverance of vowel shifts. Seeking a connection to patterns and directions of shifts in vowel systems over time, we examine the role of a largely neglected parameter of structured heterogeneity: prosodic prominence. Experimental data from two Midwestern dialects of American English—central Ohio and south-central Wisconsin—show that, for the vowels studied here, the changes in vowel characteristics observed under higher degrees of prosodic prominence (or greater emphasis) correspond to the changes predicted by well-established principles of chain shifting. An acoustic study assesses variation in prosodic prominence by examining formant frequencies at multiple locations in the course of vowel duration, which provides information about vowel quality dynamics. A perceptual study determines listeners' sensitivity to the obtained acoustic variation, as manifested in specific patterns of vowel identification, confusions, and category goodness ratings. Finally, a prosodically based explanation of the transmission of sound change is described, which offers new connections between structural and social factors in sound change, notably the roles of “social affect” and speaker gender.This article builds on earlier conference papers (Fox, Jacewicz, & Salmons, 2003; Jacewicz & Salmons, 2003; Jacewicz, Salmons, & Fox, 2004a, 2004b; Salmons & Jacewicz, 2004). Additional acoustic analyses and perceptual results from the data set presented here can be found in Jacewicz et al. (forthcoming) and Fox et al. (forthcoming). We thank three anonymous reviewers for helpful comments on a previous version of the manuscript. We also thank Kristin Hatcher, Jennifer Mercer, and Dilara Tepeli for help with collection of the perception data. Work supported by NIH NIDCD R01 DC006871-01 and NIH NIDCD R03 DC 005560 to The Ohio State University (Ewa Jacewicz, PI).",https://doi.org/10.1017/S0954394506060145,https://www.cambridge.org/core/journals/language-variation-and-change/article/prosodic-prominence-effects-on-vowels-in-chain-shifts/2913CE35B98E83B87893EA14DA01CD80
Volume 18 - Issue 3 - October 2006,Nonresponsive performance in radio broadcasting: A case study,"The present study analyzes the speech of a radio presenter in a local station in Murcia and compares it to the audience's linguistic behavior as shown in the phone calls received during the program. We also analyze the data obtained in an interview with the radio presenter. Our results, which show a radical divergence between the presenter's speech and that of his audience, are contrasted with both Audience Design and Speaker Design theoretical tenets, using the explicit knowledge of the presenter's attitudes and opinions to contrast theory and fact. We conclude that neither model offers a completely satisfactory explanation of the patterns found. Finally, we reflect on the need to consider not only performance, but also the script (in the form of a professional voice used following a particular linguistic policy based on sociolinguistic norms and attitudes to language) that condition the individual linguistic behavior, thus suggesting the need to consider community-specific factors in the explanation of stylistic variation.We are very grateful for Peter Trudgill, David Britain, Natalie Schilling-Estes, Dennis Preston, Dagmar Scheu, Rafael Monroy, and José Jiménez-Cano for comments on earlier versions of this paper.",https://doi.org/10.1017/S0954394506060157,https://www.cambridge.org/core/journals/language-variation-and-change/article/nonresponsive-performance-in-radio-broadcasting-a-case-study/26AF4E9AC0E1FF30AE4378033BE4EEE0
Volume 18 - Issue 2 - July 2006,The spread of Standard Albanian: An illustration based on an analysis of vowels,"Modern Standard Albanian is a young variety, proclaimed in 1972 at the Congress of Orthography in Tirana. It is based on the Tosk variety, one of the two main varieties (Tosk and Gheg) of the Albanian language, which is spoken in the South of the country. The aim of the current investigation is to look at the way in which this Standard is realized by its representatives, the educated speakers of four geographical regions: South Albania, Middle Albania, North Albania, and Kosovo. The analysis is based on the realization of stressed vowels. It can be shown that there are striking differences between the speakers of the Republic of Albania and Kosovo, whereas within Albania, speakers from the different geographical regions adopt characteristic features from the other geographical regions. The spread of Standard Albanian is, therefore, not solely an intrusion of the Tosk-based variety into the Gheg varieties, but rather, speakers counterbalance among their varieties on the basis of the alleged variety.This article is a considerably revised version of a presentation given at the 2nd International Conference on Language Variation in Europe at Uppsala University in June, 2003. We are grateful for the comments of participants there and especially grateful for helpful comments by Werner Deutsch and two anonymous referees.",https://doi.org/10.1017/S0954394506060066,https://www.cambridge.org/core/journals/language-variation-and-change/article/spread-of-standard-albanian-an-illustration-based-on-an-analysis-of-vowels/A71A1E8EC2D4953F00850D3FF1788A5D
Volume 18 - Issue 2 - July 2006,Acoustic evidence for a push-chain shift in the Intermediate Period of New Zealand English,"This study provides the results of an acoustic analysis of the short front vowels in the speech of New Zealanders born between the 1890s and the 1930s. It will be shown that it is in this period in which the system of short front vowels undergoes a typological change, whereby a system of three short front vowels develops into one of two front vowels ( ) and one central vowel ( ). It will be further shown that these processes are interrelated and can justifiably be called a “chain-shift.” In addition, it will be demonstrated that centralization of postdates the raising of the other vowels, and that rates of centralization are dependent on consonantal environment.I would like to thank the DAAD (Deutscher Akademischer Austauschdienst) as well as the University of Canterbury for funding the research that is discussed here. I would also like to thank Dr. Jen Hay, Professor Lyle Campbell, Dr. Margaret Maclagan, Professor Peter Trudgill, and Professor Elizabeth Gordon for their support and their insightful comments on my work. I am also indebted to Elizabeth Gordon for allowing access to the ONZE (Origins of New Zealand English) data. The intermediate period archive data was collected by Rosemary Goodyear, Lesley Evans, and members of the ONZE team. The work done by members of the ONZE Project in preparing the data, making transcripts, and obtaining background information is also acknowledged.",https://doi.org/10.1017/S0954394506060078,https://www.cambridge.org/core/journals/language-variation-and-change/article/acoustic-evidence-for-a-pushchain-shift-in-the-intermediate-period-of-new-zealand-english/7B0AD443C9ABD8E164B9C8DF4A1EDCD3
Volume 18 - Issue 2 - July 2006,Sixty years of bilingualism affects the pronunciation of Latvian vowels,"For fifty years after World War II, Latvia was incorporated into the former Soviet Union. Although in theory the use of regional languages was not discouraged, in practice knowledge of Russian was obligatory. Since 1991, Latvian has again become the official language, and knowledge of Russian is widespread but optional. These political events have created a natural experiment in the effects of almost universal bilingualism on a language. To assess the impact on pronunciation, native speakers of Latvian, ranging from retirement age to teens, were recorded reading a word list and a short narrative. Vowel pronunciation differed across the generations both in quantity relationships and in formant structure.Research for this project was supported by a grant from the International Research and Exchange Board, with funds provided by the U.S. Department of State (Title VII Program) and the National Endowment for the Humanities. None of these organizations is responsible for the views expressed here.",https://doi.org/10.1017/S095439450606008X,https://www.cambridge.org/core/journals/language-variation-and-change/article/sixty-years-of-bilingualism-affects-the-pronunciation-of-latvian-vowels/F2D79C811822395533D94923D13D6B0E
Volume 18 - Issue 2 - July 2006,The interplay of dialect and the standard in anonymous street dialogues: Patterns of variation in northern Italy,"In this article we provide a quantitative view on the relationship between standard and dialect in Italy. In Italian sociolinguistics, the concept of dilalìa has been used to account for this kind of linguistic repertoire. This notion will be addressed as the main theoretical frame to our investigation on code choice. Italian sociolinguistics and dialectology so far have come to apparently contradictory results about the standard–dialect relationship and the vitality of dialects. On one side, the main post-war trend shows a fall in the number of dialect speakers (especially the young and the less educated); on the other, we are witnessing a change from above in attitudes and beliefs regarding dialects. We carried out an empirical study in the northwest of the country employing the method of rapid and anonymous street interactions. Our focus being on code choice, we wanted to know what factors affect the presence of dialect, making use of multivariate analysis.This research was part of a larger national project (Cofin 2002–2003) directed by Gaetano Berruto (University of Turin) with the title “Lingua e dialetto in Italia all'inizio del Terzo Millennio” (National language and dialect in Italy at the beginning of the Third Millennium) and involving the universities of Neaples, Lecce, and Rome. Both authors took part in the research unit of Turin. Although the research and the analysis of the data have been conceived and undertaken by both authors, Alessandro Vietti wrote “The results” and “Gender-based-variation” sections while all other parts were written by Silvia Dal Negro.",https://doi.org/10.1017/S0954394506060108,https://www.cambridge.org/core/journals/language-variation-and-change/article/interplay-of-dialect-and-the-standard-in-anonymous-street-dialogues-patterns-of-variation-in-northern-italy/BDB5D3019BC09D75A5BC012D7D93C01F
Volume 18 - Issue 2 - July 2006,Effects of region of origin and geographic mobility on perceptual dialect categorization,"Recent findings have shown that listeners' region of origin and geographic mobility affect their perception of dialect-specific properties of speech in vowel identification and dialect categorization tasks. The present study examined the perceptual dialect classification performance of four groups of listeners using a six-alternative forced-choice categorization task. The residential history of the listeners was manipulated so that the four groups of listeners differed in terms of region of origin (Northern or Midland United States) and geographic mobility (Mobile or Non-Mobile). Although residential history did not significantly affect accuracy in the categorization task, both region of origin and geographic mobility were found to affect the underlying perceptual similarity structure of the different regional varieties. Geographically local dialects tended to be confused more often than nonlocal dialects, although this effect was attenuated by geographic mobility.This work was supported by NIH NIDCD T32 Training Grant DC00012 and NIH NIDCD R01 Research Grant DC0111 to Indiana University. The authors would like to thank Robert Nosofsky for his assistance with the statistical analyses. The first author (C. G. Clopper) is now at the Department of Linguistics, Northwestern University, Evanston, Illinois 60208.",https://doi.org/10.1017/S0954394506060091,https://www.cambridge.org/core/journals/language-variation-and-change/article/effects-of-region-of-origin-and-geographic-mobility-on-perceptual-dialect-categorization/483C279FDA3C5C17F5A091E9834B5688
Volume 18 - Issue 1 - March 2006,Variation in the expression of possession by Latino children,"As part of a national effort to improve reading levels, spontaneous speech samples were collected from 630 Latino, African American, and white children in grades 2 through 4 in Georgia, California, and Pennsylvania. In this study, data was used from 126 Latinos, and a comparison group of 28 African American and 28 white children to study their use of 3rd person possessive pronouns, periphrastic of possessives, and attributive -s possessives. It was found that Latino children confused his for her and her for his; used more periphrastic of constructions; and omitted the attributive -s marker in noun + -s + noun constructions. Multivariate analyses revealed that beyond Spanish influence, speaker sex, language origin, and grade also affected the expression of possession. Most striking are the differences according to speaker sex, and between Mexican and Puerto Rico origin children, which are considered in light of the closer relationship between Puerto Ricans and African Americans in Philadelphia.The research on which this report is based was carried out at the Linguistics Laboratory of the University of Pennsylvania, supported by NSF and the Interagency Educational Research Initiative as proposal 0115676 and the Spencer Foundation under Grant 200200074.",https://doi.org/10.1017/S0954394506060054,https://www.cambridge.org/core/journals/language-variation-and-change/article/variation-in-the-expression-of-possession-by-latino-children/32BE66E0C2BE13558ED62AC441714C1B
Volume 18 - Issue 1 - March 2006,Some connections between linguistic change and the written language: The behavior of speakers aged 3 to 20,"After the Franco dictatorship, written Catalan started to be taught officially in the schools of Catalonia. This teaching has involved a change in some phonetic, morphological, and lexical habits, especially among speakers schooled in Catalan as a first language. The present study shows a linguistic change process observed in Northwestern Catalan linguistic communities. Its focus is the study of absolute initial prestressed vowels spelled 〈e〉 which have traditionally been uttered with solution [a] in forms such as encara ‘yet’ or estudi ‘study’. The population analyzed is the one that is receiving or has received the biggest influence from written language: speakers between 3 and 20 years of age. The data obtained allows us to observe a phonetic change directly connected to writing.I would like to thank Carlos van Oosterzee and James McCullough for discussion. This research was supported by HUM2004-01504/FILO (MEC & FEDER).",https://doi.org/10.1017/S0954394506060017,https://www.cambridge.org/core/journals/language-variation-and-change/article/some-connections-between-linguistic-change-and-the-written-language-the-behavior-of-speakers-aged-3-to-20/F82B2A4CB71E73495BF239632A1753B0
